indel_type	indelvar	acmg_points	bin
deletion	0.006	-4	BP4_-4
deletion	0.004	-4	BP4_-4
deletion	0.03	-3	BP4_-3
deletion	0.016	-4	BP4_-4
deletion	0.246	-2	BP4_-2
deletion	0.89	1	PP3_+1
deletion	0.928	2	PP3_+2
deletion	0.01	-4	BP4_-4
deletion	0.023	-4	BP4_-4
deletion	0.02	-4	BP4_-4
deletion	0.825	1	PP3_+1
deletion	0.053	-2	BP4_-2
deletion	0.079	-2	BP4_-2
deletion	0.784	1	PP3_+1
deletion	0.856	1	PP3_+1
deletion	0.044	-2	BP4_-2
deletion	0.135	-2	BP4_-2
deletion	0.983	3	PP3_+3
deletion	0.915	1	PP3_+1
deletion	0.535	0	No-evidence
deletion	0.908	1	PP3_+1
deletion	0.987	3	PP3_+3
deletion	0.861	1	PP3_+1
deletion	0.763	1	PP3_+1
deletion	0.986	3	PP3_+3
deletion	0.885	1	PP3_+1
deletion	0.954	2	PP3_+2
deletion	0.868	1	PP3_+1
deletion	0.037	-3	BP4_-3
deletion	0.971	3	PP3_+3
deletion	0.995	3	PP3_+3
deletion	0.989	3	PP3_+3
deletion	0.916	2	PP3_+2
deletion	0.972	3	PP3_+3
deletion	0.985	3	PP3_+3
deletion	0.636	0	No-evidence
deletion	0.956	2	PP3_+2
deletion	0.736	1	PP3_+1
deletion	0.834	1	PP3_+1
deletion	0.894	1	PP3_+1
deletion	0.948	2	PP3_+2
deletion	0.922	2	PP3_+2
deletion	0.904	1	PP3_+1
deletion	0.983	3	PP3_+3
deletion	0.47	0	No-evidence
deletion	0.977	3	PP3_+3
deletion	0.781	1	PP3_+1
deletion	0.045	-2	BP4_-2
deletion	0.056	-2	BP4_-2
deletion	0.046	-2	BP4_-2
deletion	0.044	-2	BP4_-2
deletion	0.413	0	No-evidence
deletion	0.996	3	PP3_+3
deletion	0.122	-2	BP4_-2
deletion	0.059	-2	BP4_-2
deletion	0.069	-2	BP4_-2
deletion	0.052	-2	BP4_-2
deletion	0.079	-2	BP4_-2
deletion	0.713	0	No-evidence
deletion	0.631	0	No-evidence
deletion	0.156	-2	BP4_-2
deletion	0.246	-2	BP4_-2
deletion	0.092	-2	BP4_-2
deletion	0.172	-2	BP4_-2
deletion	0.062	-2	BP4_-2
deletion	0.069	-2	BP4_-2
deletion	0.137	-2	BP4_-2
deletion	0.085	-2	BP4_-2
deletion	0.115	-2	BP4_-2
deletion	0.07	-2	BP4_-2
deletion	0.071	-2	BP4_-2
deletion	0.121	-2	BP4_-2
deletion	0.097	-2	BP4_-2
deletion	0.054	-2	BP4_-2
deletion	0.183	-2	BP4_-2
deletion	0.417	0	No-evidence
deletion	0.945	2	PP3_+2
deletion	0.908	1	PP3_+1
deletion	0.941	2	PP3_+2
deletion	0.935	2	PP3_+2
deletion	0.986	3	PP3_+3
deletion	0.205	-2	BP4_-2
deletion	0.142	-2	BP4_-2
deletion	0.909	1	PP3_+1
deletion	0.029	-3	BP4_-3
deletion	0.054	-2	BP4_-2
deletion	0.125	-2	BP4_-2
deletion	0.241	-2	BP4_-2
deletion	0.051	-2	BP4_-2
deletion	0.064	-2	BP4_-2
deletion	0.087	-2	BP4_-2
deletion	0.039	-3	BP4_-3
deletion	0.181	-2	BP4_-2
deletion	0.068	-2	BP4_-2
deletion	0.349	0	No-evidence
deletion	0.949	2	PP3_+2
deletion	0.322	-1	BP4_-1
deletion	0.942	2	PP3_+2
deletion	0.923	2	PP3_+2
deletion	0.964	3	PP3_+3
deletion	0.945	2	PP3_+2
deletion	0.509	0	No-evidence
deletion	0.728	1	PP3_+1
deletion	0.496	0	No-evidence
deletion	0.681	0	No-evidence
deletion	0.981	3	PP3_+3
deletion	0.976	3	PP3_+3
deletion	0.907	1	PP3_+1
deletion	0.149	-2	BP4_-2
deletion	0.132	-2	BP4_-2
deletion	0.182	-2	BP4_-2
deletion	0.217	-2	BP4_-2
deletion	0.901	1	PP3_+1
deletion	0.926	2	PP3_+2
deletion	0.015	-4	BP4_-4
deletion	0.093	-2	BP4_-2
deletion	0.059	-2	BP4_-2
deletion	0.553	0	No-evidence
deletion	0.859	1	PP3_+1
deletion	0.627	0	No-evidence
deletion	0.945	2	PP3_+2
deletion	0.02	-4	BP4_-4
deletion	0.201	-2	BP4_-2
deletion	0.666	0	No-evidence
deletion	0.041	-2	BP4_-2
deletion	0.772	1	PP3_+1
deletion	0.054	-2	BP4_-2
deletion	0.28	-1	BP4_-1
deletion	0.045	-2	BP4_-2
deletion	0.069	-2	BP4_-2
deletion	0.039	-3	BP4_-3
deletion	0.051	-2	BP4_-2
deletion	0.093	-2	BP4_-2
deletion	0.082	-2	BP4_-2
deletion	0.911	1	PP3_+1
deletion	0.848	1	PP3_+1
deletion	0.959	3	PP3_+3
deletion	0.076	-2	BP4_-2
deletion	0.119	-2	BP4_-2
deletion	0.482	0	No-evidence
deletion	0.329	0	No-evidence
deletion	0.479	0	No-evidence
deletion	0.98	3	PP3_+3
deletion	0.053	-2	BP4_-2
deletion	0.47	0	No-evidence
deletion	0.948	2	PP3_+2
deletion	0.758	1	PP3_+1
deletion	0.839	1	PP3_+1
deletion	0.351	0	No-evidence
deletion	0.233	-2	BP4_-2
deletion	0.925	2	PP3_+2
deletion	0.832	1	PP3_+1
deletion	0.832	1	PP3_+1
deletion	0.803	1	PP3_+1
deletion	0.492	0	No-evidence
deletion	0.082	-2	BP4_-2
deletion	0.078	-2	BP4_-2
deletion	0.983	3	PP3_+3
deletion	0.868	1	PP3_+1
deletion	0.257	-2	BP4_-2
deletion	0.531	0	No-evidence
deletion	0.91	1	PP3_+1
deletion	0.821	1	PP3_+1
deletion	0.548	0	No-evidence
deletion	0.195	-2	BP4_-2
deletion	0.134	-2	BP4_-2
deletion	0.281	-1	BP4_-1
deletion	0.25	-2	BP4_-2
deletion	0.154	-2	BP4_-2
deletion	0.157	-2	BP4_-2
deletion	0.09	-2	BP4_-2
deletion	0.282	-1	BP4_-1
deletion	0.311	-1	BP4_-1
deletion	0.965	3	PP3_+3
deletion	0.597	0	No-evidence
deletion	0.1	-2	BP4_-2
deletion	0.115	-2	BP4_-2
deletion	0.953	2	PP3_+2
deletion	0.98	3	PP3_+3
deletion	0.366	0	No-evidence
deletion	0.329	0	No-evidence
deletion	0.946	2	PP3_+2
deletion	0.591	0	No-evidence
deletion	0.914	1	PP3_+1
deletion	0.112	-2	BP4_-2
deletion	0.231	-2	BP4_-2
deletion	0.182	-2	BP4_-2
deletion	0.19	-2	BP4_-2
deletion	0.133	-2	BP4_-2
deletion	0.293	-1	BP4_-1
deletion	0.23	-2	BP4_-2
deletion	0.702	0	No-evidence
deletion	0.791	1	PP3_+1
deletion	0.154	-2	BP4_-2
deletion	0.389	0	No-evidence
deletion	0.253	-2	BP4_-2
deletion	0.937	2	PP3_+2
deletion	0.721	0	No-evidence
deletion	0.894	1	PP3_+1
deletion	0.903	1	PP3_+1
deletion	0.971	3	PP3_+3
deletion	0.174	-2	BP4_-2
deletion	0.292	-1	BP4_-1
deletion	0.128	-2	BP4_-2
deletion	0.017	-4	BP4_-4
deletion	0.137	-2	BP4_-2
deletion	0.079	-2	BP4_-2
deletion	0.109	-2	BP4_-2
deletion	0.061	-2	BP4_-2
deletion	0.084	-2	BP4_-2
deletion	0.379	0	No-evidence
deletion	0.202	-2	BP4_-2
deletion	0.325	-1	BP4_-1
deletion	0.366	0	No-evidence
deletion	0.972	3	PP3_+3
deletion	0.52	0	No-evidence
deletion	0.029	-3	BP4_-3
deletion	0.141	-2	BP4_-2
deletion	0.13	-2	BP4_-2
deletion	0.025	-4	BP4_-4
deletion	0.118	-2	BP4_-2
deletion	0.225	-2	BP4_-2
deletion	0.196	-2	BP4_-2
deletion	0.248	-2	BP4_-2
deletion	0.147	-2	BP4_-2
deletion	0.053	-2	BP4_-2
deletion	0.096	-2	BP4_-2
deletion	0.245	-2	BP4_-2
deletion	0.258	-2	BP4_-2
deletion	0.279	-1	BP4_-1
deletion	0.191	-2	BP4_-2
deletion	0.909	1	PP3_+1
deletion	0.307	-1	BP4_-1
deletion	0.234	-2	BP4_-2
deletion	0.389	0	No-evidence
deletion	0.942	2	PP3_+2
deletion	0.957	3	PP3_+3
deletion	0.994	3	PP3_+3
deletion	0.897	1	PP3_+1
deletion	0.936	2	PP3_+2
deletion	0.939	2	PP3_+2
deletion	0.884	1	PP3_+1
deletion	0.982	3	PP3_+3
deletion	0.661	0	No-evidence
deletion	0.761	1	PP3_+1
deletion	0.983	3	PP3_+3
deletion	0.972	3	PP3_+3
deletion	0.883	1	PP3_+1
deletion	0.993	3	PP3_+3
deletion	0.232	-2	BP4_-2
deletion	0.08	-2	BP4_-2
deletion	0.408	0	No-evidence
deletion	0.37	0	No-evidence
deletion	0.259	-1	BP4_-1
deletion	0.925	2	PP3_+2
deletion	0.925	2	PP3_+2
deletion	0.968	3	PP3_+3
deletion	0.64	0	No-evidence
deletion	0.86	1	PP3_+1
deletion	0.301	-1	BP4_-1
deletion	0.087	-2	BP4_-2
deletion	0.075	-2	BP4_-2
deletion	0.071	-2	BP4_-2
deletion	0.672	0	No-evidence
deletion	0.987	3	PP3_+3
deletion	0.769	1	PP3_+1
deletion	0.936	2	PP3_+2
deletion	0.861	1	PP3_+1
deletion	0.081	-2	BP4_-2
deletion	0.124	-2	BP4_-2
deletion	0.148	-2	BP4_-2
deletion	0.162	-2	BP4_-2
deletion	0.142	-2	BP4_-2
deletion	0.373	0	No-evidence
deletion	0.843	1	PP3_+1
deletion	0.151	-2	BP4_-2
deletion	0.796	1	PP3_+1
deletion	0.66	0	No-evidence
deletion	0.914	1	PP3_+1
deletion	0.859	1	PP3_+1
deletion	0.05	-2	BP4_-2
deletion	0.06	-2	BP4_-2
deletion	0.027	-3	BP4_-3
deletion	0.783	1	PP3_+1
deletion	0.731	1	PP3_+1
deletion	0.016	-4	BP4_-4
deletion	0.966	3	PP3_+3
deletion	0.016	-4	BP4_-4
deletion	0.082	-2	BP4_-2
deletion	0.058	-2	BP4_-2
deletion	0.014	-4	BP4_-4
deletion	0.012	-4	BP4_-4
deletion	0.048	-2	BP4_-2
deletion	0.105	-2	BP4_-2
deletion	0.578	0	No-evidence
deletion	0.954	2	PP3_+2
deletion	0.626	0	No-evidence
deletion	0.449	0	No-evidence
deletion	0.273	-1	BP4_-1
deletion	0.201	-2	BP4_-2
deletion	0.754	1	PP3_+1
deletion	0.74	1	PP3_+1
deletion	0.276	-1	BP4_-1
deletion	0.041	-2	BP4_-2
deletion	0.38	0	No-evidence
deletion	0.922	2	PP3_+2
deletion	0.857	1	PP3_+1
deletion	0.948	2	PP3_+2
deletion	0.271	-1	BP4_-1
deletion	0.4	0	No-evidence
deletion	0.07	-2	BP4_-2
deletion	0.227	-2	BP4_-2
deletion	0.538	0	No-evidence
deletion	0.204	-2	BP4_-2
deletion	0.396	0	No-evidence
deletion	0.033	-3	BP4_-3
deletion	0.038	-3	BP4_-3
deletion	0.054	-2	BP4_-2
deletion	0.158	-2	BP4_-2
deletion	0.216	-2	BP4_-2
deletion	0.779	1	PP3_+1
deletion	0.966	3	PP3_+3
deletion	0.989	3	PP3_+3
deletion	0.538	0	No-evidence
deletion	0.961	3	PP3_+3
deletion	0.897	1	PP3_+1
deletion	0.714	0	No-evidence
deletion	0.978	3	PP3_+3
deletion	0.789	1	PP3_+1
deletion	0.176	-2	BP4_-2
deletion	0.774	1	PP3_+1
deletion	0.078	-2	BP4_-2
deletion	0.884	1	PP3_+1
deletion	0.866	1	PP3_+1
deletion	0.972	3	PP3_+3
deletion	0.364	0	No-evidence
deletion	0.934	2	PP3_+2
deletion	0.237	-2	BP4_-2
deletion	0.961	3	PP3_+3
deletion	0.957	3	PP3_+3
deletion	0.976	3	PP3_+3
deletion	0.941	2	PP3_+2
deletion	0.967	3	PP3_+3
deletion	0.229	-2	BP4_-2
deletion	0.15	-2	BP4_-2
deletion	0.15	-2	BP4_-2
deletion	0.309	-1	BP4_-1
deletion	0.41	0	No-evidence
deletion	0.934	2	PP3_+2
deletion	0.891	1	PP3_+1
deletion	0.819	1	PP3_+1
deletion	0.919	2	PP3_+2
deletion	0.904	1	PP3_+1
deletion	0.088	-2	BP4_-2
deletion	0.333	0	No-evidence
deletion	0.926	2	PP3_+2
deletion	0.988	3	PP3_+3
deletion	0.398	0	No-evidence
deletion	0.183	-2	BP4_-2
deletion	0.445	0	No-evidence
deletion	0.935	2	PP3_+2
deletion	0.905	1	PP3_+1
deletion	0.909	1	PP3_+1
deletion	0.822	1	PP3_+1
deletion	0.953	2	PP3_+2
deletion	0.189	-2	BP4_-2
deletion	0.402	0	No-evidence
deletion	0.133	-2	BP4_-2
deletion	0.134	-2	BP4_-2
deletion	0.738	1	PP3_+1
deletion	0.887	1	PP3_+1
deletion	0.709	0	No-evidence
deletion	0.946	2	PP3_+2
deletion	0.494	0	No-evidence
deletion	0.709	0	No-evidence
deletion	0.839	1	PP3_+1
deletion	0.881	1	PP3_+1
deletion	0.917	2	PP3_+2
deletion	0.782	1	PP3_+1
deletion	0.51	0	No-evidence
deletion	0.562	0	No-evidence
deletion	0.956	2	PP3_+2
deletion	0.942	2	PP3_+2
deletion	0.888	1	PP3_+1
deletion	0.717	0	No-evidence
deletion	0.075	-2	BP4_-2
deletion	0.713	0	No-evidence
deletion	0.589	0	No-evidence
deletion	0.47	0	No-evidence
deletion	0.695	0	No-evidence
deletion	0.694	0	No-evidence
deletion	0.683	0	No-evidence
deletion	0.705	0	No-evidence
deletion	0.983	3	PP3_+3
deletion	0.225	-2	BP4_-2
deletion	0.053	-2	BP4_-2
deletion	0.145	-2	BP4_-2
deletion	0.84	1	PP3_+1
deletion	0.893	1	PP3_+1
deletion	0.854	1	PP3_+1
deletion	0.498	0	No-evidence
deletion	0.336	0	No-evidence
deletion	0.681	0	No-evidence
deletion	0.593	0	No-evidence
deletion	0.741	1	PP3_+1
deletion	0.858	1	PP3_+1
deletion	0.82	1	PP3_+1
deletion	0.741	1	PP3_+1
deletion	0.71	0	No-evidence
deletion	0.977	3	PP3_+3
deletion	0.985	3	PP3_+3
deletion	0.933	2	PP3_+2
deletion	0.916	2	PP3_+2
deletion	0.979	3	PP3_+3
deletion	0.937	2	PP3_+2
deletion	0.891	1	PP3_+1
deletion	0.992	3	PP3_+3
deletion	0.871	1	PP3_+1
deletion	0.251	-2	BP4_-2
deletion	0.653	0	No-evidence
deletion	0.322	-1	BP4_-1
deletion	0.792	1	PP3_+1
deletion	0.9	1	PP3_+1
deletion	0.971	3	PP3_+3
deletion	0.885	1	PP3_+1
deletion	0.678	0	No-evidence
deletion	0.21	-2	BP4_-2
deletion	0.823	1	PP3_+1
deletion	0.912	1	PP3_+1
deletion	0.962	3	PP3_+3
deletion	0.808	1	PP3_+1
deletion	0.783	1	PP3_+1
deletion	0.408	0	No-evidence
deletion	0.857	1	PP3_+1
deletion	0.98	3	PP3_+3
deletion	0.867	1	PP3_+1
deletion	0.845	1	PP3_+1
deletion	0.167	-2	BP4_-2
deletion	0.051	-2	BP4_-2
deletion	0.085	-2	BP4_-2
deletion	0.04	-3	BP4_-3
deletion	0.133	-2	BP4_-2
deletion	0.193	-2	BP4_-2
deletion	0.753	1	PP3_+1
deletion	0.977	3	PP3_+3
deletion	0.975	3	PP3_+3
deletion	0.764	1	PP3_+1
deletion	0.986	3	PP3_+3
deletion	0.94	2	PP3_+2
deletion	0.118	-2	BP4_-2
deletion	0.744	1	PP3_+1
deletion	0.711	0	No-evidence
deletion	0.916	2	PP3_+2
deletion	0.603	0	No-evidence
deletion	0.771	1	PP3_+1
deletion	0.942	2	PP3_+2
deletion	0.457	0	No-evidence
deletion	0.435	0	No-evidence
deletion	0.782	1	PP3_+1
deletion	0.42	0	No-evidence
deletion	0.147	-2	BP4_-2
deletion	0.789	1	PP3_+1
deletion	0.948	2	PP3_+2
deletion	0.755	1	PP3_+1
deletion	0.305	-1	BP4_-1
deletion	0.892	1	PP3_+1
deletion	0.894	1	PP3_+1
deletion	0.788	1	PP3_+1
deletion	0.351	0	No-evidence
deletion	0.748	1	PP3_+1
deletion	0.735	1	PP3_+1
deletion	0.914	1	PP3_+1
deletion	0.969	3	PP3_+3
deletion	0.998	3	PP3_+3
deletion	0.992	3	PP3_+3
deletion	0.75	1	PP3_+1
deletion	0.722	0	No-evidence
deletion	0.156	-2	BP4_-2
deletion	0.859	1	PP3_+1
deletion	0.771	1	PP3_+1
deletion	0.208	-2	BP4_-2
deletion	0.487	0	No-evidence
deletion	0.282	-1	BP4_-1
deletion	0.849	1	PP3_+1
deletion	0.984	3	PP3_+3
deletion	0.206	-2	BP4_-2
deletion	0.109	-2	BP4_-2
deletion	0.879	1	PP3_+1
deletion	0.024	-4	BP4_-4
deletion	0.043	-2	BP4_-2
deletion	0.032	-3	BP4_-3
deletion	0.039	-3	BP4_-3
deletion	0.003	-4	BP4_-4
deletion	0.012	-4	BP4_-4
deletion	0.014	-4	BP4_-4
deletion	0.41	0	No-evidence
deletion	0.079	-2	BP4_-2
deletion	0.079	-2	BP4_-2
deletion	0.321	-1	BP4_-1
deletion	0.104	-2	BP4_-2
deletion	0.355	0	No-evidence
deletion	0.856	1	PP3_+1
deletion	0.904	1	PP3_+1
deletion	0.372	0	No-evidence
deletion	0.754	1	PP3_+1
deletion	0.948	2	PP3_+2
deletion	0.509	0	No-evidence
deletion	0.963	3	PP3_+3
deletion	0.918	2	PP3_+2
deletion	0.903	1	PP3_+1
deletion	0.872	1	PP3_+1
deletion	0.85	1	PP3_+1
deletion	0.659	0	No-evidence
deletion	0.453	0	No-evidence
deletion	0.922	2	PP3_+2
deletion	0.393	0	No-evidence
deletion	0.303	-1	BP4_-1
deletion	0.062	-2	BP4_-2
deletion	0.802	1	PP3_+1
deletion	0.819	1	PP3_+1
deletion	0.917	2	PP3_+2
deletion	0.927	2	PP3_+2
deletion	0.806	1	PP3_+1
deletion	0.963	3	PP3_+3
deletion	0.919	2	PP3_+2
deletion	0.806	1	PP3_+1
deletion	0.859	1	PP3_+1
deletion	0.875	1	PP3_+1
deletion	0.743	1	PP3_+1
deletion	0.042	-2	BP4_-2
deletion	0.13	-2	BP4_-2
deletion	0.035	-3	BP4_-3
deletion	0.23	-2	BP4_-2
deletion	0.822	1	PP3_+1
deletion	0.403	0	No-evidence
deletion	0.233	-2	BP4_-2
deletion	0.057	-2	BP4_-2
deletion	0.947	2	PP3_+2
deletion	0.798	1	PP3_+1
deletion	0.934	2	PP3_+2
deletion	0.079	-2	BP4_-2
deletion	0.041	-2	BP4_-2
deletion	0.178	-2	BP4_-2
deletion	0.852	1	PP3_+1
deletion	0.906	1	PP3_+1
deletion	0.518	0	No-evidence
deletion	0.193	-2	BP4_-2
deletion	0.099	-2	BP4_-2
deletion	0.101	-2	BP4_-2
deletion	0.044	-2	BP4_-2
deletion	0.031	-3	BP4_-3
deletion	0.052	-2	BP4_-2
deletion	0.024	-4	BP4_-4
deletion	0.014	-4	BP4_-4
deletion	0.225	-2	BP4_-2
deletion	0.047	-2	BP4_-2
deletion	0.38	0	No-evidence
deletion	0.055	-2	BP4_-2
deletion	0.102	-2	BP4_-2
deletion	0.175	-2	BP4_-2
deletion	0.282	-1	BP4_-1
deletion	0.189	-2	BP4_-2
deletion	0.203	-2	BP4_-2
deletion	0.164	-2	BP4_-2
deletion	0.035	-3	BP4_-3
deletion	0.048	-2	BP4_-2
deletion	0.032	-3	BP4_-3
deletion	0.077	-2	BP4_-2
deletion	0.158	-2	BP4_-2
deletion	0.143	-2	BP4_-2
deletion	0.413	0	No-evidence
deletion	0.807	1	PP3_+1
deletion	0.957	3	PP3_+3
deletion	0.901	1	PP3_+1
deletion	0.823	1	PP3_+1
deletion	0.601	0	No-evidence
deletion	0.152	-2	BP4_-2
deletion	0.195	-2	BP4_-2
deletion	0.961	3	PP3_+3
deletion	0.144	-2	BP4_-2
deletion	0.66	0	No-evidence
deletion	0.127	-2	BP4_-2
deletion	0.288	-1	BP4_-1
deletion	0.385	0	No-evidence
deletion	0.071	-2	BP4_-2
deletion	0.821	1	PP3_+1
deletion	0.943	2	PP3_+2
deletion	0.812	1	PP3_+1
deletion	0.549	0	No-evidence
deletion	0.506	0	No-evidence
deletion	0.801	1	PP3_+1
deletion	0.636	0	No-evidence
deletion	0.731	1	PP3_+1
deletion	0.984	3	PP3_+3
deletion	0.168	-2	BP4_-2
deletion	0.145	-2	BP4_-2
deletion	0.346	0	No-evidence
deletion	0.313	-1	BP4_-1
deletion	0.45	0	No-evidence
deletion	0.76	1	PP3_+1
deletion	0.514	0	No-evidence
deletion	0.474	0	No-evidence
deletion	0.976	3	PP3_+3
deletion	0.392	0	No-evidence
deletion	0.256	-2	BP4_-2
deletion	0.565	0	No-evidence
deletion	0.666	0	No-evidence
deletion	0.807	1	PP3_+1
deletion	0.572	0	No-evidence
deletion	0.516	0	No-evidence
deletion	0.229	-2	BP4_-2
deletion	0.415	0	No-evidence
deletion	0.802	1	PP3_+1
deletion	0.124	-2	BP4_-2
deletion	0.281	-1	BP4_-1
deletion	0.965	3	PP3_+3
deletion	0.946	2	PP3_+2
deletion	0.842	1	PP3_+1
deletion	0.699	0	No-evidence
deletion	0.925	2	PP3_+2
deletion	0.989	3	PP3_+3
deletion	0.934	2	PP3_+2
deletion	0.242	-2	BP4_-2
deletion	0.162	-2	BP4_-2
deletion	0.62	0	No-evidence
deletion	0.888	1	PP3_+1
deletion	0.045	-2	BP4_-2
deletion	0.175	-2	BP4_-2
deletion	0.096	-2	BP4_-2
deletion	0.51	0	No-evidence
deletion	0.211	-2	BP4_-2
deletion	0.188	-2	BP4_-2
deletion	0.077	-2	BP4_-2
deletion	0.063	-2	BP4_-2
deletion	0.03	-3	BP4_-3
deletion	0.087	-2	BP4_-2
deletion	0.873	1	PP3_+1
deletion	0.545	0	No-evidence
deletion	0.872	1	PP3_+1
deletion	0.318	-1	BP4_-1
deletion	0.344	0	No-evidence
deletion	0.899	1	PP3_+1
deletion	0.948	2	PP3_+2
deletion	0.796	1	PP3_+1
deletion	0.925	2	PP3_+2
deletion	0.869	1	PP3_+1
deletion	0.866	1	PP3_+1
deletion	0.894	1	PP3_+1
deletion	0.241	-2	BP4_-2
deletion	0.416	0	No-evidence
deletion	0.659	0	No-evidence
deletion	0.683	0	No-evidence
deletion	0.507	0	No-evidence
deletion	0.541	0	No-evidence
deletion	0.68	0	No-evidence
deletion	0.211	-2	BP4_-2
deletion	0.163	-2	BP4_-2
deletion	0.696	0	No-evidence
deletion	0.759	1	PP3_+1
deletion	0.734	1	PP3_+1
deletion	0.168	-2	BP4_-2
deletion	0.737	1	PP3_+1
deletion	0.99	3	PP3_+3
deletion	0.682	0	No-evidence
deletion	0.817	1	PP3_+1
deletion	0.968	3	PP3_+3
deletion	0.946	2	PP3_+2
deletion	0.764	1	PP3_+1
deletion	0.741	1	PP3_+1
deletion	0.028	-3	BP4_-3
deletion	0.35	0	No-evidence
deletion	0.959	3	PP3_+3
deletion	0.331	0	No-evidence
deletion	0.079	-2	BP4_-2
deletion	0.314	-1	BP4_-1
deletion	0.156	-2	BP4_-2
deletion	0.94	2	PP3_+2
deletion	0.941	2	PP3_+2
deletion	0.846	1	PP3_+1
deletion	0.761	1	PP3_+1
deletion	0.847	1	PP3_+1
deletion	0.145	-2	BP4_-2
deletion	0.071	-2	BP4_-2
deletion	0.683	0	No-evidence
deletion	0.579	0	No-evidence
deletion	0.523	0	No-evidence
deletion	0.194	-2	BP4_-2
deletion	0.093	-2	BP4_-2
deletion	0.224	-2	BP4_-2
deletion	0.093	-2	BP4_-2
deletion	0.635	0	No-evidence
deletion	0.65	0	No-evidence
deletion	0.656	0	No-evidence
deletion	0.687	0	No-evidence
deletion	0.686	0	No-evidence
deletion	0.156	-2	BP4_-2
deletion	0.194	-2	BP4_-2
deletion	0.769	1	PP3_+1
deletion	0.772	1	PP3_+1
deletion	0.062	-2	BP4_-2
deletion	0.908	1	PP3_+1
deletion	0.018	-4	BP4_-4
deletion	0.888	1	PP3_+1
deletion	0.302	-1	BP4_-1
deletion	0.124	-2	BP4_-2
deletion	0.124	-2	BP4_-2
deletion	0.303	-1	BP4_-1
deletion	0.198	-2	BP4_-2
deletion	0.314	-1	BP4_-1
deletion	0.592	0	No-evidence
deletion	0.809	1	PP3_+1
deletion	0.877	1	PP3_+1
deletion	0.54	0	No-evidence
deletion	0.806	1	PP3_+1
deletion	0.883	1	PP3_+1
deletion	0.555	0	No-evidence
deletion	0.899	1	PP3_+1
deletion	0.896	1	PP3_+1
deletion	0.915	1	PP3_+1
deletion	0.052	-2	BP4_-2
deletion	0.17	-2	BP4_-2
deletion	0.379	0	No-evidence
deletion	0.864	1	PP3_+1
deletion	0.279	-1	BP4_-1
deletion	0.081	-2	BP4_-2
deletion	0.188	-2	BP4_-2
deletion	0.947	2	PP3_+2
deletion	0.263	-1	BP4_-1
deletion	0.942	2	PP3_+2
deletion	0.17	-2	BP4_-2
deletion	0.167	-2	BP4_-2
deletion	0.081	-2	BP4_-2
deletion	0.061	-2	BP4_-2
deletion	0.164	-2	BP4_-2
deletion	0.093	-2	BP4_-2
deletion	0.087	-2	BP4_-2
deletion	0.077	-2	BP4_-2
deletion	0.518	0	No-evidence
deletion	0.221	-2	BP4_-2
deletion	0.138	-2	BP4_-2
deletion	0.652	0	No-evidence
deletion	0.941	2	PP3_+2
deletion	0.963	3	PP3_+3
deletion	0.481	0	No-evidence
deletion	0.76	1	PP3_+1
deletion	0.16	-2	BP4_-2
deletion	0.127	-2	BP4_-2
deletion	0.188	-2	BP4_-2
deletion	0.183	-2	BP4_-2
deletion	0.111	-2	BP4_-2
deletion	0.292	-1	BP4_-1
deletion	0.981	3	PP3_+3
deletion	0.012	-4	BP4_-4
deletion	0.655	0	No-evidence
deletion	0.983	3	PP3_+3
deletion	0.025	-4	BP4_-4
deletion	0.082	-2	BP4_-2
deletion	0.243	-2	BP4_-2
deletion	0.509	0	No-evidence
deletion	0.979	3	PP3_+3
deletion	0.983	3	PP3_+3
deletion	0.84	1	PP3_+1
deletion	0.549	0	No-evidence
deletion	0.508	0	No-evidence
deletion	0.649	0	No-evidence
deletion	0.011	-4	BP4_-4
deletion	0.004	-4	BP4_-4
deletion	0.036	-3	BP4_-3
deletion	0.052	-2	BP4_-2
deletion	0.077	-2	BP4_-2
deletion	0.942	2	PP3_+2
deletion	0.907	1	PP3_+1
deletion	0.309	-1	BP4_-1
deletion	0.553	0	No-evidence
deletion	0.977	3	PP3_+3
deletion	0.934	2	PP3_+2
deletion	0.789	1	PP3_+1
deletion	0.942	2	PP3_+2
deletion	0.831	1	PP3_+1
deletion	0.913	1	PP3_+1
deletion	0.32	-1	BP4_-1
deletion	0.835	1	PP3_+1
deletion	0.733	1	PP3_+1
deletion	0.995	3	PP3_+3
deletion	0.957	3	PP3_+3
deletion	0.607	0	No-evidence
deletion	0.191	-2	BP4_-2
deletion	0.093	-2	BP4_-2
deletion	0.785	1	PP3_+1
deletion	0.814	1	PP3_+1
deletion	0.195	-2	BP4_-2
deletion	0.346	0	No-evidence
deletion	0.694	0	No-evidence
deletion	0.233	-2	BP4_-2
deletion	0.584	0	No-evidence
deletion	0.75	1	PP3_+1
deletion	0.574	0	No-evidence
deletion	0.396	0	No-evidence
deletion	0.9	1	PP3_+1
deletion	0.995	3	PP3_+3
deletion	0.223	-2	BP4_-2
deletion	0.258	-2	BP4_-2
deletion	0.356	0	No-evidence
deletion	0.565	0	No-evidence
deletion	0.996	3	PP3_+3
deletion	0.74	1	PP3_+1
deletion	0.119	-2	BP4_-2
deletion	0.219	-2	BP4_-2
deletion	0.904	1	PP3_+1
deletion	0.395	0	No-evidence
deletion	0.983	3	PP3_+3
deletion	0.018	-4	BP4_-4
